numero_conteneur,numero_plombage,bruit_fond_debit_nsvh,bruit_fond_cps,interieur_conteneur_debit_nsvh,interieur_conteneur_cps,exterieur_conteneur_debit_nsvh,exterieur_conteneur_cps,apres_plombage_conteneur_debit_nsvh,apres_plombage_conteneur_cps,dose_gamma_chargement_debit_nsvh,dose_gamma_chargement_cps,contamination
CT0947,PL800903,43.89,1.05,49.57,1.03,44.59,1.16,46.91,1.09,67.27,1.36,1
CT0706,PL509995,50.25,1.97,48.53,1.98,47.82,1.93,50.94,1.95,57.26,1.46,0
CT3706,PL511274,69.77,1.88,72.41,2.06,67.44,2.07,68.17,1.82,37.23,1.49,0
CT3411,PL829963,72.47,1.77,69.49,1.71,70.84,1.58,69.95,1.81,85.12,0.8,1
CT1444,PL318967,81.98,0.84,79.4,0.77,82.74,0.75,82.24,0.71,72.08,1.34,0
CT1145,PL291076,66.19,0.84,63.31,0.81,64.52,0.87,68.18,0.8,80.76,1.2,1
CT2559,PL887609,30.76,0.45,31.42,0.45,31.73,0.27,30.72,0.27,49.33,1.41,1
CT3945,PL236554,36.43,1.66,33.69,1.64,39.05,1.6,40.33,1.56,46.97,0.81,1
CT2402,PL231691,86.72,1.86,84.71,1.85,87.61,1.76,85.42,1.85,89.31,1.32,0
CT1338,PL302967,49.08,0.8,47.16,0.91,49.92,0.84,47.52,0.67,76.22,1.24,1
CT0818,PL342804,44.4,0.71,46.06,0.59,46.66,0.72,44.21,0.71,61.09,1.5,1
CT4492,PL334104,39.03,1.41,42.22,1.42,40.09,1.41,38.68,1.52,53.42,1.26,1
CT4881,PL914914,45.82,1.96,44.82,1.79,46.4,2.13,46.06,1.95,53.17,1.39,0
CT3178,PL244129,34.6,0.53,34.96,0.59,34.1,0.54,34.34,0.53,43.64,1.21,0
CT0960,PL787409,43.02,1.41,42.06,1.56,41.0,1.41,41.58,1.46,89.01,1.88,1
CT1654,PL880298,49.18,1.44,50.59,1.41,46.14,1.42,49.3,1.5,52.64,0.95,0
CT4558,PL891787,79.98,0.9,78.31,1.14,81.56,1.1,77.19,0.9,60.31,1.31,0
CT4486,PL266277,78.76,1.32,80.46,1.22,77.77,1.56,83.18,1.19,40.89,1.23,0
CT1768,PL711600,50.99,1.32,49.24,1.4,51.22,1.36,50.82,1.35,85.99,0.89,1
CT4553,PL691343,32.41,1.42,31.51,1.46,35.39,1.41,32.66,1.5,35.15,0.93,0
CT3060,PL369932,78.82,0.59,80.05,0.6,76.32,0.66,77.48,0.87,53.56,0.9,0
CT1549,PL378176,57.58,1.98,54.41,2.11,59.23,1.96,56.72,1.99,72.75,1.43,1
CT3651,PL621121,65.62,0.91,63.92,0.97,66.47,1.07,66.3,0.85,88.85,1.1,1
CT4589,PL948923,87.16,1.2,84.65,1.31,90.46,1.14,86.02,1.33,79.88,1.13,0
CT2322,PL379922,34.65,1.33,33.32,1.32,32.93,1.56,38.1,1.15,44.6,1.83,1
CT1892,PL654736,31.25,1.95,28.36,2.06,28.49,1.95,31.16,1.87,33.05,1.93,0
CT3453,PL595479,62.5,0.68,62.75,0.72,60.78,0.64,65.12,0.53,81.18,0.98,1
CT4265,PL591024,36.06,0.66,36.16,0.72,36.02,0.59,35.85,0.66,67.48,1.81,1
CT2466,PL246649,60.83,1.4,63.04,1.45,63.99,1.44,57.4,1.29,45.2,1.18,0
CT3867,PL582604,30.9,0.43,32.04,0.35,30.24,0.39,31.1,0.34,53.24,1.8,1
CT4119,PL220234,30.17,1.5,28.75,1.48,26.23,1.32,29.24,1.42,40.9,1.47,1
CT1325,PL465821,73.94,1.67,73.55,1.56,73.2,1.63,80.28,1.68,75.84,0.97,0
CT1439,PL752026,86.12,1.01,83.39,0.96,84.3,0.97,90.86,1.07,53.74,0.74,0
CT2119,PL185530,36.08,0.69,35.69,0.76,41.75,0.63,36.91,0.85,48.52,0.9,1
CT3718,PL362299,50.74,1.12,50.37,1.08,49.61,1.23,51.33,1.22,87.59,1.98,1
CT1627,PL575781,34.04,1.46,34.54,1.51,34.29,1.39,32.62,1.42,54.28,1.77,1
CT0917,PL962312,51.5,0.99,55.66,1.04,52.24,1.08,50.54,1.14,32.77,1.63,0
CT2744,PL698357,47.03,1.17,46.82,1.43,46.91,1.08,49.33,1.3,50.02,0.5,0
CT2763,PL955342,31.15,0.48,31.91,0.57,32.3,0.53,31.14,0.38,57.74,0.94,1
CT4424,PL954336,34.84,0.65,31.96,0.58,35.57,0.65,34.53,0.7,44.74,0.47,1
CT1140,PL181264,31.41,1.88,33.08,1.71,30.99,1.84,31.32,1.92,78.16,0.51,1
CT4033,PL205848,30.28,0.79,28.21,0.83,30.94,0.82,28.98,0.86,52.91,1.6,1
CT4084,PL703291,39.58,1.03,40.84,1.06,37.09,1.03,44.41,1.0,68.93,0.64,1
CT0664,PL635626,75.91,0.82,74.04,0.83,75.4,0.81,75.4,0.98,84.81,1.97,1
CT4874,PL155841,47.21,0.39,49.07,0.41,48.43,0.47,47.14,0.52,70.98,1.69,1
CT3947,PL585757,74.13,1.29,71.2,1.21,77.73,1.35,74.82,1.19,73.52,1.91,0
CT4797,PL872791,30.39,1.14,33.14,1.07,34.16,1.03,28.46,1.15,40.01,1.23,0
CT4306,PL968467,36.21,0.57,34.6,0.61,35.39,0.46,33.71,0.49,67.7,0.78,1
CT0478,PL701863,67.8,0.84,67.79,0.9,69.7,0.78,70.02,0.77,56.47,1.85,0
CT3105,PL571256,74.1,1.77,70.99,1.79,67.62,1.75,77.21,1.66,65.17,1.18,0
CT4869,PL168323,56.24,0.7,57.64,0.78,54.09,0.71,56.82,0.79,68.13,2.0,1
CT3610,PL471616,74.23,1.02,70.01,0.99,73.18,0.98,75.52,1.01,45.6,0.65,0
CT0485,PL224046,56.19,0.47,57.39,0.47,56.99,0.54,61.01,0.6,36.77,0.54,0
CT2300,PL960563,74.45,1.19,75.28,1.2,73.03,1.22,76.3,1.37,53.43,0.62,0
CT4220,PL158478,75.14,1.66,74.11,1.73,69.72,1.74,76.81,1.6,59.08,0.41,0
CT3864,PL895600,66.2,0.39,69.1,0.29,65.64,0.3,68.99,0.5,87.1,1.1,1
CT3192,PL651332,55.73,0.44,59.35,0.4,54.74,0.48,55.76,0.34,72.52,1.86,1
CT4149,PL631885,54.24,0.39,57.56,0.33,53.78,0.51,57.64,0.38,75.48,1.85,1
CT1821,PL945038,73.97,0.8,73.64,0.83,73.2,0.94,74.24,0.75,33.95,0.6,0
CT0277,PL468452,74.55,0.7,74.67,0.74,74.43,0.62,70.44,0.63,34.24,1.42,0
CT4231,PL699253,69.37,1.32,68.97,1.58,68.8,1.25,68.09,1.4,49.09,0.58,0
CT4886,PL468226,38.81,1.59,39.05,1.54,41.67,1.61,35.12,1.57,88.5,1.97,1
CT2660,PL529667,50.87,0.77,48.56,0.88,51.22,0.86,51.83,0.66,47.56,0.4,0
CT0888,PL498929,82.39,1.15,79.28,1.17,85.4,0.92,87.0,1.2,85.89,0.45,0
CT2647,PL859416,64.33,1.52,66.57,1.39,62.05,1.6,66.82,1.52,48.99,0.65,0
CT2064,PL915673,67.1,1.59,64.07,1.64,69.08,1.62,64.81,1.5,89.35,1.77,1
CT4618,PL763376,80.76,0.89,78.83,0.91,77.96,0.9,82.68,0.9,72.53,0.62,0
CT3494,PL942150,87.61,0.45,88.19,0.5,88.79,0.53,87.96,0.43,86.56,1.79,0
CT1969,PL984056,75.56,1.56,71.57,1.7,75.78,1.64,76.43,1.46,73.77,0.66,0
CT3857,PL172692,61.21,1.52,61.99,1.66,59.46,1.26,60.62,1.46,51.07,1.18,0
CT2094,PL532430,42.42,1.59,44.06,1.66,43.47,1.5,39.97,1.65,43.93,1.61,0
CT0133,PL112666,88.74,1.82,87.23,1.76,86.28,1.79,87.63,1.78,74.52,0.59,0
CT3752,PL973093,78.5,1.82,77.53,1.94,75.52,1.86,83.03,1.95,35.83,1.02,0
CT1005,PL608041,49.46,1.72,52.04,1.77,50.23,1.55,51.72,1.71,46.86,1.29,0
CT3018,PL153352,30.29,1.68,27.91,1.66,27.34,1.61,29.25,1.78,45.43,1.88,1
CT0253,PL998613,65.41,1.54,62.43,1.46,65.46,1.57,63.76,1.56,65.81,1.36,0
CT1461,PL721019,44.65,1.4,40.71,1.62,43.77,1.6,43.4,1.39,38.85,1.22,0
CT3058,PL163530,50.49,0.51,49.38,0.37,53.25,0.44,51.13,0.45,88.75,1.66,1
CT2066,PL537785,70.0,1.13,70.66,1.24,70.64,1.24,72.49,1.01,89.14,0.39,1
CT0298,PL758271,54.87,1.13,51.89,1.22,56.48,1.03,50.82,1.14,56.44,1.44,0
CT4404,PL735329,30.32,0.98,30.44,0.95,28.97,1.09,31.96,0.9,37.72,1.33,0
CT0853,PL986089,37.02,0.78,35.29,0.81,37.6,0.78,34.43,0.92,81.31,1.2,1
CT1824,PL729661,43.91,1.74,45.19,1.67,41.79,1.71,44.34,1.67,63.01,0.47,1
CT3173,PL667829,46.69,1.19,47.22,1.13,45.0,0.9,46.49,1.25,42.41,1.48,0
CT4339,PL705730,40.15,0.37,41.8,0.38,41.24,0.29,37.11,0.45,52.25,0.49,1
CT1399,PL562120,51.59,1.01,52.71,1.14,53.28,0.93,53.23,1.0,32.19,0.93,0
CT3353,PL744600,41.43,0.91,41.43,0.84,39.17,1.02,42.57,0.93,79.55,1.47,1
CT0596,PL460260,66.18,1.65,62.98,1.56,67.19,1.59,64.58,1.81,79.78,1.81,1
CT3370,PL577746,62.47,0.47,60.96,0.41,62.83,0.57,60.4,0.58,86.56,1.17,1
CT3044,PL804590,31.89,0.41,30.55,0.29,27.73,0.27,32.28,0.42,77.51,1.59,1
CT2477,PL996880,80.69,0.59,82.77,0.55,80.77,0.65,80.73,0.54,30.29,1.47,0
CT4386,PL865612,83.75,1.51,86.23,1.47,84.03,1.42,80.52,1.5,81.93,1.46,0
CT3979,PL303196,58.97,1.42,58.02,1.29,60.27,1.36,56.71,1.42,86.15,1.42,1
CT4418,PL551610,44.18,1.51,43.08,1.33,41.04,1.62,46.94,1.43,68.56,1.51,1
CT1803,PL652076,32.76,1.05,33.67,1.24,29.55,0.91,34.21,1.06,30.06,1.93,0
CT0610,PL497827,40.09,0.63,41.69,0.65,36.52,0.6,40.08,0.65,71.8,1.41,1
CT3307,PL761357,61.21,0.45,62.16,0.34,62.33,0.54,61.11,0.35,46.36,1.42,0
CT2980,PL160428,30.04,0.78,30.11,0.84,30.1,0.73,30.28,0.77,38.57,0.76,0
CT3588,PL419972,38.71,0.54,41.17,0.29,39.35,0.39,39.81,0.64,85.28,1.24,1
CT4967,PL471994,56.14,1.85,56.46,1.81,56.76,1.91,54.09,1.91,84.24,0.89,1
CT1790,PL369708,53.81,0.7,51.43,0.7,54.09,0.66,54.61,0.73,46.21,1.16,0
CT4784,PL847852,64.94,1.5,67.56,1.59,64.26,1.51,64.22,1.5,30.61,1.8,0
CT0197,PL209556,56.3,1.06,56.16,0.84,55.81,1.17,52.8,1.15,43.5,0.43,0
CT0391,PL829650,43.89,1.15,45.3,1.15,41.97,0.98,40.92,1.1,87.34,1.92,1
CT2657,PL734929,34.5,1.25,32.89,1.28,36.45,1.23,33.5,1.3,33.54,1.54,0
CT3270,PL214914,73.38,0.89,74.68,0.95,71.19,0.79,73.84,1.04,81.64,1.67,1
CT2103,PL490530,37.15,1.16,39.21,1.14,38.81,1.02,33.05,1.04,62.7,1.07,1
CT0156,PL999684,68.5,0.38,68.97,0.31,70.72,0.37,66.49,0.26,30.55,1.15,0
CT0782,PL348683,35.25,1.66,33.01,1.67,34.78,1.59,34.73,1.47,49.2,0.64,1
CT2806,PL119169,58.14,0.94,58.25,0.96,55.92,0.88,57.04,0.96,79.52,1.78,1
CT4899,PL688099,80.66,1.14,80.78,1.24,79.41,1.07,83.55,1.08,44.11,1.56,0
CT3489,PL238593,85.12,1.1,86.18,1.04,81.26,1.06,84.04,1.17,44.22,1.68,0
CT2000,PL715947,56.63,0.97,56.39,0.87,59.49,0.93,56.83,0.94,77.2,0.94,1
CT3735,PL679365,59.85,0.4,59.65,0.23,61.2,0.45,60.12,0.48,58.29,1.89,0
CT3541,PL965139,32.98,0.8,32.7,0.55,33.57,0.94,31.08,0.72,77.61,1.0,1
CT3866,PL159871,39.42,0.68,35.12,0.49,38.01,0.61,38.01,0.78,61.21,0.38,1
CT1520,PL786840,42.47,0.81,41.33,0.8,40.3,0.94,43.45,0.81,65.61,0.38,1
CT2785,PL410375,59.6,1.8,56.41,1.95,58.52,1.79,61.29,1.84,79.36,0.38,1
CT0458,PL833429,79.56,1.78,78.35,1.81,80.34,1.65,77.13,1.74,34.45,0.36,0
CT3277,PL743942,51.61,1.24,56.31,1.22,53.23,1.3,54.08,1.18,49.33,1.97,0
CT0726,PL742612,44.23,1.27,41.67,1.24,47.75,1.14,42.56,1.22,61.32,0.78,1
CT3072,PL503082,88.97,1.28,87.74,1.34,91.04,1.25,90.31,1.4,63.01,0.89,0
CT4691,PL192769,40.56,1.13,40.57,1.14,40.75,0.99,41.5,1.12,71.7,1.56,1
CT4034,PL206022,34.34,1.59,36.69,1.75,35.51,1.76,38.29,1.53,39.73,0.88,0
CT2711,PL924899,45.26,0.37,45.24,0.28,44.04,0.45,44.6,0.32,44.82,1.85,0
CT3293,PL981718,61.3,1.61,60.71,1.53,61.92,1.58,57.56,1.65,82.19,0.99,1
CT2099,PL673189,46.45,0.45,46.22,0.45,46.25,0.55,48.23,0.31,85.95,0.85,1
CT0317,PL247718,37.29,1.96,36.68,1.94,43.0,1.9,40.1,1.96,87.64,1.2,1
CT1407,PL278595,66.2,1.65,66.96,1.62,65.34,1.67,64.2,1.84,48.41,1.95,0
CT3237,PL621608,31.65,0.62,32.06,0.5,33.87,0.7,31.33,0.71,50.79,1.89,1
CT0180,PL511357,62.52,0.75,61.46,0.56,61.33,0.74,63.04,0.77,35.36,1.64,0
CT2937,PL679111,50.72,1.47,49.53,1.3,52.39,1.45,47.78,1.38,46.64,1.4,0
CT1383,PL605155,65.57,1.3,65.41,1.34,64.76,1.3,61.51,1.27,69.94,0.49,0
CT1825,PL281144,72.33,1.06,71.2,1.0,74.54,1.02,71.84,0.99,37.52,0.79,0
CT1890,PL555699,47.02,0.75,46.09,0.51,49.21,0.75,46.38,0.87,50.54,1.67,0
CT1557,PL501921,30.66,1.54,31.7,1.5,30.53,1.63,26.7,1.45,44.87,1.12,1
CT0577,PL178781,65.64,1.61,64.88,1.33,66.28,1.38,62.95,1.75,57.68,1.02,0
CT2420,PL858842,33.83,0.84,37.18,0.78,34.72,0.84,34.9,0.86,51.66,0.64,1
CT2298,PL232028,68.42,1.55,69.22,1.55,67.15,1.69,68.95,1.57,36.58,1.62,0
CT3042,PL937831,69.01,1.26,69.95,1.13,66.54,1.08,70.64,1.22,70.64,0.88,0
CT0164,PL715270,44.97,0.9,42.76,0.89,44.96,1.06,44.3,0.6,78.01,1.25,1
CT1635,PL552268,51.62,0.43,51.64,0.32,51.07,0.4,54.04,0.61,66.58,0.45,1
CT3465,PL222788,61.55,0.81,60.23,0.75,63.73,0.82,62.35,0.85,31.44,0.75,0
CT0885,PL222402,67.02,0.89,69.04,0.89,64.27,0.96,65.84,0.9,87.13,1.81,1
CT4337,PL767304,58.81,0.49,59.21,0.49,57.53,0.45,57.67,0.57,34.89,1.7,0
CT3526,PL148777,69.95,1.81,71.74,1.67,73.11,1.81,74.06,1.65,84.54,1.8,1
CT3428,PL666088,75.75,1.33,73.65,1.39,75.18,1.31,75.08,1.34,80.99,1.3,0
CT4137,PL630032,77.1,1.99,77.02,1.89,77.9,1.83,78.23,1.86,67.39,0.67,0
CT4667,PL775453,85.95,0.52,88.56,0.61,87.25,0.42,87.07,0.48,53.25,0.81,0
CT1537,PL112175,31.0,1.28,29.64,1.07,30.13,1.25,27.74,1.29,56.06,0.66,1
CT4405,PL740473,70.11,1.12,70.27,1.22,69.83,1.12,72.15,1.14,48.24,0.84,0
CT3396,PL168920,60.23,0.84,58.99,0.99,59.37,0.87,58.62,0.84,87.5,1.5,1
CT0111,PL842139,35.04,0.77,35.27,0.9,36.48,0.7,36.62,0.83,59.71,1.02,1
CT1842,PL321888,71.19,0.92,72.17,0.93,72.91,1.12,71.94,0.86,73.54,1.71,0
CT2242,PL854122,58.58,1.14,57.47,1.08,56.74,1.05,57.5,1.06,45.15,1.32,0
CT0109,PL374329,44.83,1.55,42.96,1.46,44.17,1.43,44.01,1.48,59.87,1.67,1
CT4384,PL657243,68.57,0.7,68.28,0.82,71.66,0.57,68.24,0.59,61.66,1.17,0
CT4246,PL306846,60.51,0.89,60.13,0.88,64.76,0.88,61.55,0.9,44.71,1.08,0
CT3450,PL689716,42.54,0.42,43.2,0.39,40.85,0.54,41.2,0.34,63.49,0.8,1
CT1802,PL830892,46.61,1.42,46.95,1.45,46.95,1.42,46.15,1.3,65.92,1.86,1
CT1369,PL233515,39.75,1.99,41.53,2.05,38.7,1.79,37.33,1.96,51.54,1.56,1
CT2766,PL886639,87.24,1.08,84.71,0.89,91.0,1.33,89.84,1.14,47.34,0.38,0
CT2752,PL371830,49.71,1.56,46.67,1.43,49.24,1.54,46.58,1.57,59.28,1.17,1
CT1658,PL111046,84.19,1.74,83.53,1.57,86.79,1.72,88.36,1.72,36.36,1.15,0
CT0184,PL298286,67.03,0.58,66.31,0.45,69.38,0.52,67.73,0.61,58.09,0.87,0
CT0163,PL997421,61.55,0.47,62.67,0.34,62.72,0.58,62.23,0.43,48.88,0.68,0
CT4176,PL423660,65.41,0.45,65.17,0.37,61.25,0.24,63.47,0.54,70.52,0.7,0
CT0916,PL904449,80.08,1.04,79.35,1.07,80.32,1.02,78.32,0.96,83.06,0.62,0
CT3387,PL869605,70.32,1.73,71.79,1.89,70.24,1.73,70.65,1.91,80.64,0.8,1
CT2869,PL743235,83.89,1.09,78.95,1.1,82.99,1.25,79.74,1.03,77.89,0.71,0
CT0897,PL418714,44.4,0.72,47.99,0.85,45.1,0.71,45.22,0.76,47.25,0.64,0
CT4018,PL423494,46.91,1.76,46.07,1.74,46.55,1.79,47.07,1.8,55.1,1.58,0
CT1690,PL707847,61.4,1.85,59.62,1.82,62.39,1.9,60.07,1.89,60.0,0.47,0
CT0363,PL881474,71.84,0.58,66.83,0.69,72.73,0.64,70.28,0.59,60.09,0.36,0
CT2613,PL854950,45.93,0.51,45.16,0.44,44.01,0.55,46.67,0.5,85.37,0.41,1
CT0329,PL907364,89.17,0.44,88.83,0.42,92.17,0.15,88.94,0.68,86.1,0.85,0
CT3017,PL479504,88.37,1.87,86.94,1.97,87.08,1.81,90.26,1.98,58.6,0.37,0
CT4151,PL530442,30.91,0.71,33.66,0.71,30.03,0.65,30.49,0.76,71.29,1.66,1
CT1581,PL167642,49.83,0.85,49.43,0.86,51.82,0.82,52.78,0.75,77.19,0.41,1
CT1794,PL703561,61.8,1.86,62.89,1.9,61.29,1.92,58.29,1.91,77.18,1.53,1
CT2351,PL201459,43.24,0.86,40.91,0.96,42.06,0.82,46.09,0.89,33.32,1.82,0
CT4135,PL248510,34.7,1.36,34.6,1.46,34.5,1.35,36.89,1.4,58.57,1.18,1
CT3524,PL130651,34.53,1.94,36.99,1.93,36.13,1.84,33.57,2.02,34.68,0.89,0
CT4350,PL898022,77.14,1.98,77.16,1.99,78.35,1.94,77.79,2.13,68.36,1.22,0
CT1669,PL305550,78.23,0.62,78.0,0.76,79.53,0.66,78.94,0.66,51.02,1.91,0
CT0747,PL254697,68.8,1.83,67.92,1.85,68.07,1.95,66.81,1.69,87.36,1.67,1
CT1152,PL212581,76.86,1.69,75.39,1.6,78.03,1.78,75.68,1.82,54.49,1.96,0
CT4700,PL212217,66.15,0.61,64.65,0.53,63.01,0.52,64.58,0.48,63.57,1.64,0
CT1348,PL463339,36.85,1.98,37.96,2.16,36.81,1.99,36.88,1.94,52.01,1.58,1
CT2908,PL972701,77.19,1.54,77.29,1.54,80.41,1.42,75.66,1.63,75.86,1.94,0
CT2405,PL134707,33.03,1.9,35.23,1.82,29.78,1.77,35.72,2.0,60.92,0.71,1
CT4240,PL756667,48.37,1.49,48.16,1.51,49.05,1.5,52.06,1.47,39.04,1.63,0
CT1197,PL716210,53.87,1.67,53.06,1.57,53.87,1.7,54.4,1.7,79.51,1.13,1
CT1117,PL674736,32.72,1.69,34.81,1.74,35.11,1.71,36.57,1.55,88.64,1.37,1
CT2473,PL386233,38.61,1.07,36.61,1.0,38.82,1.12,38.26,0.72,75.08,0.89,1
CT2375,PL482729,45.28,1.99,49.36,1.96,45.22,2.17,45.99,2.1,76.5,0.77,1
CT4478,PL347644,31.45,1.8,31.71,1.93,32.08,1.91,31.93,1.99,54.7,1.18,1
CT0944,PL646237,32.64,1.87,35.34,1.89,35.16,2.07,33.64,1.9,77.7,0.78,1
CT1273,PL248056,65.54,0.66,64.42,0.64,62.79,0.7,66.37,0.63,75.19,0.75,1
CT4825,PL150081,82.48,1.89,80.04,1.77,83.07,1.88,78.2,1.91,74.85,0.44,0
CT0050,PL655839,33.11,1.61,31.28,1.72,32.81,1.71,32.01,1.79,66.97,1.86,1
CT0287,PL151663,43.91,1.32,44.28,1.31,47.05,1.42,44.83,1.38,75.21,1.53,1
CT0646,PL724674,30.19,1.28,30.0,1.43,28.72,1.3,25.84,1.19,72.5,1.38,1
CT3906,PL626549,33.28,0.72,34.88,0.72,35.92,0.78,33.08,0.71,68.82,1.66,1
CT4426,PL508808,77.02,1.72,72.65,1.77,74.5,1.75,75.18,1.7,32.7,1.75,0
CT0643,PL721820,76.83,0.47,75.38,0.62,73.74,0.55,79.92,0.65,36.66,0.85,0
CT0587,PL584963,88.57,1.06,83.79,1.02,91.36,1.02,88.05,1.0,70.76,1.21,0
CT2681,PL963663,53.88,1.28,58.15,1.52,53.41,1.4,54.58,1.43,81.47,0.84,1
CT0084,PL864469,43.6,1.28,45.11,1.17,44.49,1.19,44.11,1.33,72.27,1.21,1
CT0036,PL256730,76.84,1.95,74.37,1.99,75.61,1.89,74.7,1.94,47.04,1.48,0
CT3585,PL657531,56.62,0.93,55.5,0.94,61.1,0.89,56.16,0.9,52.45,0.44,0
CT1682,PL756884,73.57,0.73,72.65,0.78,74.42,0.65,74.32,0.73,37.62,0.96,0
CT0541,PL174740,79.97,1.83,82.03,1.95,78.01,1.77,78.94,1.84,34.45,1.4,0
CT3691,PL471233,63.04,0.57,61.67,0.5,62.77,0.36,62.52,0.6,76.28,1.0,1
CT2608,PL800336,67.7,1.77,68.26,1.72,69.21,1.82,68.27,1.79,84.43,1.59,1
CT3002,PL110749,86.01,1.68,88.75,1.58,84.67,1.56,88.04,1.69,39.38,0.51,0
CT0810,PL428184,35.34,1.71,35.17,1.59,33.6,1.77,37.69,1.72,74.26,1.59,1
CT0223,PL760890,47.0,1.14,43.29,1.07,46.69,1.06,46.16,1.17,34.14,1.55,0
CT2128,PL447697,64.96,1.62,64.81,1.68,65.25,1.75,68.77,1.53,40.17,1.59,0
CT2499,PL842488,39.64,0.65,39.52,0.58,41.34,0.52,40.27,0.73,75.32,0.86,1
CT0460,PL467654,46.71,0.46,46.55,0.52,48.77,0.38,43.05,0.46,78.8,0.73,1
CT2868,PL129984,35.73,0.63,36.48,0.59,38.87,0.65,37.15,0.7,35.88,0.62,0
CT3296,PL398871,85.6,1.08,87.08,1.04,87.09,1.15,84.93,1.12,89.01,1.06,0
CT3831,PL976141,75.86,1.62,73.47,1.63,78.25,1.7,76.2,1.53,51.91,1.31,0
CT4408,PL634638,37.2,1.12,38.72,1.07,36.68,1.07,39.04,1.18,62.65,1.65,1
CT2025,PL331758,41.42,0.99,40.26,1.0,42.81,0.95,38.35,0.95,37.63,0.53,0
CT4646,PL941675,70.54,1.4,69.47,1.38,73.28,1.4,72.4,1.36,71.88,1.59,0
CT0302,PL577095,54.67,1.88,56.41,1.85,52.76,1.77,53.65,1.84,69.3,0.85,1
CT4694,PL152428,84.87,0.57,84.52,0.55,82.56,0.63,85.6,0.56,79.06,0.58,0
CT3079,PL192601,65.96,0.78,64.38,0.73,63.54,0.65,67.08,0.83,80.01,0.94,1
CT1361,PL114153,38.12,1.47,34.56,1.43,41.64,1.36,40.05,1.37,81.14,1.8,1
CT3877,PL601608,86.47,1.57,84.29,1.55,88.05,1.49,88.86,1.51,34.34,1.61,0
CT4499,PL596043,34.27,0.56,34.93,0.58,37.04,0.53,36.95,0.48,75.88,1.6,1
CT4325,PL414063,52.07,0.41,53.99,0.44,54.72,0.38,55.07,0.44,52.98,1.71,0
CT1513,PL605815,62.99,0.98,62.81,1.06,67.05,0.97,62.89,1.01,50.9,0.93,0
CT0422,PL983184,53.2,1.06,51.2,1.0,51.47,1.02,52.61,0.91,69.62,1.49,1
CT2384,PL614933,32.82,0.94,32.17,0.77,35.55,0.94,32.17,0.99,84.71,1.12,1
CT1121,PL870173,32.1,0.82,34.05,1.02,32.48,0.69,31.19,0.91,43.39,1.29,1
CT0970,PL381342,49.06,1.7,48.63,1.78,45.74,1.72,46.19,1.78,63.62,0.58,1
CT4624,PL600098,57.37,1.02,60.45,1.05,58.65,0.88,58.13,1.06,39.13,1.67,0
CT3608,PL757258,42.57,1.67,43.64,1.6,39.22,1.59,40.56,1.59,83.53,1.99,1
CT3799,PL981272,43.64,0.78,44.07,0.6,45.9,0.79,46.89,0.78,82.21,0.63,1
CT3166,PL769931,71.37,0.38,71.86,0.35,74.54,0.25,71.06,0.43,60.16,1.79,0
CT4915,PL842800,81.28,2.0,81.3,2.02,82.57,1.92,85.13,1.94,61.54,1.69,0
CT3024,PL295713,43.24,1.05,40.34,0.95,44.2,1.01,43.43,1.28,60.4,1.36,1
CT4136,PL279587,71.29,1.56,71.72,1.62,67.9,1.56,66.66,1.57,58.22,1.81,0
CT3216,PL542882,66.17,1.41,64.16,1.47,65.9,1.28,66.56,1.51,86.63,0.77,1
CT0042,PL748143,40.81,0.49,44.2,0.53,40.65,0.33,39.64,0.62,56.51,0.43,1
CT4885,PL732413,42.2,0.68,38.67,0.59,39.79,0.48,41.76,0.49,75.03,1.24,1
CT1697,PL527236,38.59,0.4,37.74,0.34,41.37,0.47,40.33,0.55,50.94,1.11,1
CT2137,PL746701,54.47,0.96,54.09,0.65,57.44,0.91,55.43,1.02,86.39,1.84,1
CT2523,PL494583,30.47,1.46,28.92,1.42,31.47,1.67,30.89,1.54,43.86,1.41,1
CT4760,PL514841,75.89,0.72,75.86,0.57,74.85,0.97,79.25,0.69,88.58,1.87,1
CT4959,PL786915,47.87,1.72,51.92,1.64,46.3,1.59,45.76,1.71,76.52,0.8,1
CT2522,PL890144,59.76,2.0,63.32,1.96,57.81,1.96,58.09,1.99,32.86,0.76,0
CT0074,PL903591,72.37,0.87,74.7,0.94,66.77,0.89,70.38,0.92,85.78,0.37,1
CT1996,PL226209,64.22,1.94,62.46,2.05,63.91,1.83,62.48,1.98,85.72,1.13,1
CT2483,PL201376,57.01,1.13,57.41,1.14,56.36,1.22,59.44,1.24,88.89,0.57,1
CT3138,PL507507,34.74,1.63,33.89,1.52,31.71,1.48,35.58,1.6,77.78,1.67,1
CT3490,PL827067,56.42,1.81,58.74,1.8,57.58,1.79,55.92,1.85,31.53,1.47,0
CT0257,PL369536,42.6,1.68,44.29,1.67,42.61,1.7,46.16,1.56,67.91,0.85,1
CT4321,PL648333,34.39,0.74,36.22,0.77,37.8,0.75,36.49,0.58,51.43,1.52,1
CT2449,PL394700,33.46,0.62,34.01,0.53,29.34,0.52,30.23,0.68,86.96,1.28,1
CT3403,PL530267,73.71,0.46,73.12,0.5,71.22,0.47,74.63,0.45,44.7,1.25,0
CT4958,PL514170,89.07,1.23,86.95,1.14,86.26,1.23,90.09,1.27,58.93,1.06,0
